enforcement_zone,latitude,longitude,violation_count,frequency_score,avg_congestion_score,max_congestion_score,priority_score,risk_level,enforcement_demand_score,demand_percentage,cumulative_demand,allocation_weight,recommended_officers
"Outer Ring Road, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.939739356403086,77.69544669847791,242,56.950274583262775,23.849999999999998,37.29,43.088137291631384,High,43.39915102079452,0.00032746072404711064,0.04190626610294672,0.0010922390948800594,1
"Srinivagilu Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.93240687874494,77.6317166291498,494,64.3268370271705,14.395566801619433,29.4,42.36208855407108,High,43.358208745510574,0.0003271518012503906,0.04223341790419711,0.0010912086886936101,1
BTP018 - Dhobi Ghat Junction,12.98761222696335,77.54981949005236,382,61.66729233938618,14.157801047120419,44.83,44.046986483829215,High,43.355241153154545,0.0003271294097998962,0.042560547313997006,0.0010911340024310295,1
"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.007898279411764,77.571139835,680,67.63417238790296,11.676441176470588,20.39,41.39801854689266,High,43.32454922511133,0.0003268978292103447,0.04288744514320735,0.0010903615697239939,1
"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.995632187304077,77.61378055626959,638,66.97418848362861,12.56474921630094,20.35,41.326519006704586,High,43.26846589170106,0.00032647466220054065,0.04321391980540789,0.001088950104110472,1
BTP215 - Vanivillas Junction,12.946120153483719,77.57023379090926,434,62.987211817609754,12.676059907834102,41.7,43.63642388115511,High,43.2495874674273,0.0003263322183430884,0.043540252023750975,0.0010884749852992385,1
"MBT Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",13.010122276575757,77.69737818321212,330,60.15447634268028,18.54081818181818,35.96,42.831483625885596,High,43.17024835211052,0.00032573357888734326,0.04386598560263832,0.0010864782346379027,1
"Outer Ring Road, Vajram Esteva, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",12.930361207319583,77.68564678623433,314,59.64080225945031,17.84509554140127,40.53,43.27992979214554,High,43.10122468218811,0.00032521277282552993,0.04419119837546385,0.0010847410958002045,1
BTP136 - Hosur-Tavarkere Road Junction,12.93432707138889,77.60844668972223,360,61.05397148269066,17.423527777777778,34.22,42.59804407467867,High,43.09991903770209,0.00032520292131280016,0.04451640129677665,0.00108470823626452,1
"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",12.959649442806914,77.64901396956596,326,60.02842403274226,17.19711656441718,40.19,43.21134698569628,High,43.05362401555425,0.00032485361029828186,0.04484125490707493,0.0010835431159361528,1
BTP098 - Nayandahalli Junction,12.944823567475726,77.52768460776699,206,55.2878941341491,21.073543689320392,50.67,44.100010173870665,High,42.85108206504414,0.0003233253653394767,0.045164580272414406,0.0010784456835786764,1
BTP140 - Madiwala Check Post,12.932305598913045,77.6132812736413,368,61.28121728768126,16.890951086956523,31.75,42.057893969927584,High,42.791502388659474,0.0003228758172836157,0.04548745608969802,0.0010769462244815053,1
"BTP115 - Sahasra Hospital, Jayanagar",12.91728404702033,77.5738125694776,362,61.11125159954528,13.619585635359115,44.1,43.46150149038037,High,42.78804335212559,0.00032284971772679835,0.045810305807424824,0.001076859169899928,1
"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.970744969318966,77.64738271827619,235,56.64723119931825,20.112851063829787,45.75,43.50747091880806,High,42.77047503196546,0.0003227171590314181,0.046133022966456244,0.0010764170228611282,1
"Outer Ring Road, Shilpitha Tech Park, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",12.930738953476993,77.68562168048533,256,57.53101616973984,16.87578125,52.13,44.25424245986992,High,42.76158233085691,0.00032265006070633,0.046455673027162574,0.001076193217657999,1
"BTP123 - 10th Cross, Wilson Garden",12.94600243397952,77.59607296917757,535,65.15185924689037,12.651233644859813,23.43,41.057299716903124,High,42.60445436149063,0.00032146447902082467,0.0467771375061834,0.0010722387322129098,1
BTP067 - Jai Muni Rao Circle,12.978517780813087,77.54273679499191,409,62.37356084852414,11.756625916870416,41.68,43.049768199323196,High,42.58827753759293,0.00032134241961777815,0.04709847992580118,0.0010718316053664977,1
"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.939780199148936,77.69572392042552,235,56.64723119931825,24.170085106382977,29.16,41.40664113157402,High,42.53150694685908,0.00032091406702771524,0.04741939399282889,0.001070402843347415,1
"Mumbai Bengaluru Highway, Godrej Tiara, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.029197775172413,77.53896167586207,145,51.66841267820509,26.008,49.55,43.54660633910254,High,42.475426973012794,0.0003204909253669153,0.04773988491819581,0.00106899146228502,1
"Da Ra Bendre Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.012445558893281,77.553584606917,506,64.57517643998443,13.574347826086957,22.0,40.759892567818305,High,42.46736878112187,0.0003204301236855679,0.04806031504188137,0.0010687886594188281,1
BTP091 - Sirsi Circle,12.962208439163499,77.55862826692015,263,57.809626883285816,18.295057034220534,42.6,42.91333055190907,High,42.458564747784386,0.0003203636943876804,0.048380678736269056,0.001068567085743361,1
"Outer Ring Road, Eldorado Apartment, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.951733660301416,77.69976887607218,95,47.321677625297376,29.01547368421053,62.22,44.80948091791185,High,42.40433848338724,0.00031995453956819205,0.04870063327583725,0.0010672023575274685,1
BTP126 - Dairy Circle,12.936743940419163,77.60242927844311,334,60.279014474122505,16.75425149700599,33.49,41.86378268616305,High,42.36644598471947,0.0003196686283289662,0.049020301904166216,0.0010662487059588514,1
BTP219 - Canara Bank Junction,12.931167219553071,77.58453701256984,358,60.99637314133219,13.17312849162011,41.63,42.77612511815213,High,42.32160019979974,0.0003193302522811666,0.049339632156447384,0.0010651200590066,1
"BTP186 - 9th Cross, 4th Main, Jayanagar",12.939329417176364,77.58299607614546,546,65.3624748416627,11.275018315018315,22.74,40.61174291533685,High,42.169617573170896,0.0003181834938818003,0.04965781565032919,0.0010612950679032708,1
"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9716605402851,77.71198759492464,239,56.821481935987435,18.044225941422592,45.76,42.9760087504205,High,42.143294144291,0.0003179848750407017,0.04997580052536989,0.0010606325784891313,1
"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.912264156218251,77.62579396254469,290,58.81917054773408,14.064172413793104,48.27,43.282836998004974,High,42.10000414608133,0.00031765823791015177,0.050293458763280036,0.0010595430864748928,1
"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",13.183918569323671,77.68603375144927,414,62.499231172397295,12.475676328502415,31.8,41.35231848474937,High,41.92106385979436,0.0003163080751919766,0.050609766838472015,0.0010550396440863997,1
"BTP210 - 50th cross, 12th Main , Rajajinagar",12.986979151428573,77.55512463802198,455,63.47601428318479,12.45668131868132,25.83,40.64101153719679,High,41.8546463172901,0.0003158069332100182,0.05092557377168203,0.0010533680944177378,1
"Mumbai Bengaluru Highway, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.015367368340133,77.55519391046651,162,52.81034548524538,24.03320987654321,43.92,42.39913570558565,High,41.84931347367508,0.00031576669516871256,0.05124134046685074,0.0010532338811866907,1
"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",13.012052711979166,77.55272104869792,384,61.72129076759156,13.208463541666667,32.47,41.317184446295784,High,41.81667216175869,0.000315520405843171,0.05155686087269391,0.0010524123877670114,1
"12th Main Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.970412390027317,77.64658115964302,206,55.2878941341491,19.90873786407767,43.96,42.40856842629785,High,41.77240002620918,0.0003151863581666345,0.05187204723086055,0.0010512981780158152,1
"Panathur Main Road, Mariyappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.936550401154381,77.69764958014115,196,54.77453804848926,18.34265306122449,52.07,43.30406494261198,High,41.75292449809767,0.00031503940896632546,0.05218708663982687,0.0010508080317181,1
"Marathahalli Underpass, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.958002479726026,77.70100738246576,365,61.19658273785799,13.182739726027396,34.22,41.397113286737216,High,41.69407940993148,0.000314595403617735,0.05250168204344461,0.0010493270602169298,1
"Bhadrappa Flyover, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.047495843229166,77.57596111406251,384,61.72129076759156,11.466093749999999,36.71,41.64247350879578,High,41.63084273467536,0.00031411826231476854,0.05281580030575938,0.0010477355643622789,1
BTP167 - JC Road Junction,12.9582712466602,77.58126169958715,372,61.392999230671684,12.853064516129033,33.52,41.25641897017455,High,41.61672215751459,0.00031401171796281073,0.05312981202372219,0.0010473801876773783,1
BTP214 - 5th Main Chamrajpet  Junction,12.96500902960007,77.55255323659712,252,57.36838264229035,16.117539682539682,44.0,42.31945322590708,High,41.59374934214858,0.00031383838059154394,0.05344365040431373,0.0010468020241310408,1
"Mumbai Bengaluru Highway, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.030488839819006,77.53677750588236,221,56.013202028793394,17.26289592760181,47.15,42.61546979267724,High,41.564274690497,0.00031361598474867973,0.05375726638906241,0.001046060226974078,1
"BTP163 - 16th Main Road, BTM Layout",12.91499527445055,77.60852014148351,364,61.16821698889516,12.613983516483517,34.93,41.35430354939264,High,41.550413574661576,0.0003135113981168953,0.05407077778717931,0.001045711380228047,1
"BTP101 - Blood Bank Circle, KH Road",12.961947537560976,77.59617864317073,410,62.39881707241134,10.85987804878049,34.26,41.30937195083982,High,41.54630670689941,0.00031348041046254415,0.05438425819764185,0.001045608021488951,1
"Outer Ring Road, Vaswani Melrose, Chandana, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.932839598539012,77.68841126594756,233,56.55899513670002,17.852145922746782,41.51,41.93714134517404,High,41.50669839814638,0.00031318155287760356,0.05469743975051945,0.001044611187627353,1
"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.961072928125,77.511315088125,160,52.682347874570155,14.774750000000001,73.57,45.48759893728508,High,41.50345383101359,0.0003131570715622429,0.055010596822081696,0.0010445295306597616,1
"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.987793083146068,77.73437487003746,267,57.9655347051614,15.482584269662922,41.55,41.93754263347958,High,41.454948582220794,0.0003127910836680981,0.055323387905749796,0.0010433087849126158,1
"Marathahalli Underpass, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.957343890691659,77.70101920159935,297,59.06561245120338,14.611986531986533,38.4,41.59640218519765,High,41.44028213435714,0.0003126804205439662,0.05563606832629376,0.001042939670140485,1
BTP017 - Attiguppe Circle,12.960583327014218,77.52963757037915,422,62.69718801733022,9.836161137440758,34.98,41.29544234989734,High,41.42410980763589,0.0003125583950735802,0.05594862672136734,0.0010425326564758247,1
"Ferns City Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",12.97898011858407,77.69563231946903,113,49.10336519972686,19.33486725663717,76.0,45.55214277685458,High,41.37405439967278,0.00031218071072380523,0.05626080743209115,0.0010412728974206007,1
"Outer Ring Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",12.927507115132245,77.67981683245681,347,60.67373204864865,14.494466858789625,29.26,40.537206081961216,High,41.36961602733312,0.000312147221759488,0.056572954653850635,0.001041161195609091,1
"Panathur Main Road, Darshan Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.938632001930932,77.69702837425972,263,57.809626883285816,16.879961977186312,36.6,41.2888020347988,High,41.36328147782241,0.0003120994255210709,0.05688505407937171,0.0010410017721535323,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",12.978191455000001,77.63969060277778,180,53.89632655753107,20.82122222222222,43.94,41.982529945432205,High,41.324407384419864,0.00031180610782999035,0.0571968601872017,0.0010400234165038576,1
BTP225 - Geetha Junction,12.928338116027875,77.58587362578398,287,58.711732541949935,13.196132404181185,44.04,42.12270599222932,High,41.31409923953587,0.0003117283295207862,0.057508588516722484,0.0010397639884142944,1
"Neeladri Road, Neeladri Nagar, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",12.841639102247191,77.64739960921348,445,63.24612294009727,10.965460674157304,26.88,40.28869967229583,High,41.31127885300856,0.0003117070487861957,0.05782029556550868,0.0010396930069237504,1
"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",13.05015856962963,77.59288181407408,270,58.08094600579254,15.767481481481482,38.37,41.444717447340715,High,41.300138821704415,0.00031162299362311164,0.058131918559131794,0.0010394126425059592,1
"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.912420029272324,77.63374572483681,420,62.64805202593401,10.86654761904762,30.04,40.59199029868129,High,41.26372028093037,0.000311348203876075,0.058443266763007866,0.0010384960864656618,1
"Old Madras Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.978334936090226,77.62866096541353,133,50.77921016343243,20.568646616541354,61.19,43.79819906667862,High,41.24659190567731,0.00031121896470825283,0.05875448572771612,0.0010380650116486865,1
"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.95694839140104,77.70105436238914,197,54.82703271648044,18.39791878172589,45.72,42.076891992757986,High,41.16613956766831,0.0003106119256248595,0.059065097653340976,0.0010360402441870872,1
"Gangadhara Chetty Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",12.981889007957559,77.61252285941644,377,61.531052865412796,13.17525198938992,26.82,40.08210202952337,High,41.1354172722635,0.00031038011590367795,0.05937547776924465,0.0010352670472158032,1
"BTP188 - 27th Cross, 4th Main, Jayanagar",12.929681475170067,77.5805690537415,294,58.96071096827935,11.557619047619047,46.51,42.24964119842539,High,41.12455769922031,0.0003102981768894824,0.05968577594613413,0.0010349937411728853,1
"Komi Siddanna Garden Road, Muniswamappa Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.98006577368421,77.62884607894736,19,31.058777935876957,47.17263157894737,75.21,44.723178441622686,High,41.11374891736391,0.0003102166211113275,0.05999599256724546,0.0010347217134065833,1
"Ayyappa Temple Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.070327352870814,77.58763878636364,418,62.5986820527442,11.042703349282297,26.86,39.98415203115679,Medium,40.98022130125811,0.0003092091117748122,0.060305201679020266,0.0010313611849370977,1
"Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.96932750331079,77.64138571762389,341,60.493420116379404,10.304369501466276,40.55,41.44802090862959,High,40.932910389521865,0.000308852135542603,0.06061405381456287,0.0010301704974190863,1
"Sri Venkataranga Ayangar Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.994304980604534,77.5714603861461,397,62.065587468313424,12.370503778337532,24.37,39.617944867657975,Medium,40.90274942999052,0.0003086245612833426,0.06092267837584621,0.001029411427751492,1
